conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description,uniskill_domain,domain_reason
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0de61385-de6d-4146-ba32-1cc1bc102220,knowledge,sector-specific,Lisp,"Lisp software development principles
Lisp algorithms
Lisp software development techniques
Lisp programming paradigms
Lisp coding techniques",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Lisp.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e0c9c11-b39e-43cf-ba95-2fe646f5de64,skill/competence,cross-sector,identify customer requirements,"write research applications
gather and define user requirements
categorise customer requirements",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Apply techniques and tools, such as surveys, questionnaires, ICT applications, for eliciting, defining, analysing, documenting and maintaining user requirements from system, service or product.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e1fe34b-f4e7-4642-8c8b-5a05ac3438e5,skill/competence,cross-sector,manage schedule of tasks,"task scheduling
organise tasks
schedule tasks
organize tasks
task planning
assign and schedule tasks
task management
manage task scheduling
plan tasks
manage tasking",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Maintain an overview of all the incoming tasks in order to prioritise the tasks, plan their execution, and integrate new tasks as they present themselves.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e361e34-c563-4892-b9d3-873a6a4fef8a,knowledge,sector-specific,digital game genres,mechanics of digital games,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The classification of video games based on their interaction with the game media, such as simulation games, strategy games, adventure games and arcade games.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e8d16c9-e2db-4862-ac06-1567f01ef806,knowledge,sector-specific,building systems monitoring technology,"building monitoring systems
building M&E systems
HVAC systems
M&E systems
systems of building monitoring technology
lighting systems
building monitoring technology systems",,released,2025-04-16T10:15:27.709Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Computer-based control systems that monitor mechanical and electrical equipment in a building such as HVAC, security and lighting systems.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ee94af1-b445-4973-9c3f-459fab250342,skill/competence,cross-sector,apply conflict management,"implement conflict management
administer conflict management
utilise conflict management
applying conflict management
conflict management application
employ conflict management
application of conflict management",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Take ownership of the handling of all complaints and disputes showing empathy and understanding to achieve resolution. Be fully aware of all Social Responsibility protocols and procedures, and be able to deal with a problematic gambling situation in a professional manner with maturity and empathy.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2,knowledge,sector-specific,business requirements techniques,business requirements identification,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",The procedures required to identify and analyse business and organisational needs.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0f9958d2-f700-4f62-b90b-a5873cb5ae4c,knowledge,occupation-specific,systems thinking,"systems thought
integrated thinking
system thinking
integration of thinking
integrate thinking",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The integrated approach to understanding how various constituents of a system interrelate, interact and influence one another within a whole logistic system.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0fb753a1-2ef2-4429-84d2-ecb2b24daf7a,knowledge,sector-specific,Apache Tomcat,Tomcat,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The open-source web server Apache Tomcat provides a Java web server environment which uses a built in container where HTTP requests are loaded, allowing the Java web applications to run on local and server based systems.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ffdb6ac-03b5-4f1c-bfcc-3d9cb874fdf9,knowledge,sector-specific,ethical hacking principles,ethical hacking techniques,,released,2023-11-02T17:20:57.26Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The set of actions that are carried out to detect vulnerabilities within a computerised system in order to improve security within an organisation. They aim to identify and address data breaches and threats in a network.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1019423b-3368-4f83-b24f-19e5fa23e816,knowledge,sector-specific,software UI design patterns,"software user interface design patterns
solutions for software user interface tasks
best practices for software user interface tasks
solutions for software UI tasks
software UI design best practices",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The reusable solutions and formalised best practices to solve common user interface tasks in software development and design.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1110c92f-3059-445a-9436-0f4200d365f5,knowledge,sector-specific,Sass,Syntactically Awesome Stylesheets,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The computer language Sass is a style sheet language that conveys the presentation of structured documents. These documents have to adhere to style sheets, a set of stylistic rules such as font, color and layout.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/11430d93-c835-48ed-8e70-285fa69c9ae6,skill/competence,sector-specific,design cloud architecture,"design multi-tier cloud architecture
create cloud architecture
engineer cloud architecture",,released,2022-07-05T14:34:46.63Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Design a multi-tier cloud architecture solution, which tolerates faults and is fit for the workload and other business needs. Identify elastic and scalable computing solutions, select high-performing and scalable storage solutions, and choose high-performing database solutions. Identify cost-effective storage, computing, and database services in the cloud.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/114c9698-c999-4369-8498-81bf641fe871,skill/competence,occupation-specific,establish an ICT security prevention plan,,,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Define a comprehensive and proactive strategy for managing information and communication technology (ICT) security risks by establishing a set of measures and responsibilities to ensure the confidentiality, integrity and availability of information. Implement policies to prevent data breaches, detect and respond to unauthorised access to systems and resources, including up-to-date security applications and employee education.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/118a9b27-1c5a-4214-b685-1a4d9e6365ea,knowledge,sector-specific,computer forensics,"forensic IT
digital forensic investigation",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The process of examining and recovering digital data from sources for legal evidence and crime investigation.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/118efbcd-8fc5-4668-81d1-c383a0d16070,skill/competence,cross-sector,handle helpdesk problems,"deal with helpdesk problems
handle a helpdesk problem
handling helpdesk problems
solve helpdesk problems
support helpdesk problems
handling a helpdesk problem
administer helpdesk problems",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Investigate what causes problems, test and improve solutions in order to reduce number of calls to the helpdesk.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/11c56452-fcec-4b00-9695-cca4728e5048,knowledge,cross-sector,marketing analytics,marketing data analytics,,released,2023-11-29T16:23:45.855Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The set of processes for employing data to improve the effectiveness of marketing activities. It involves analysing metrics such as the Return on Investment (ROI) for identify opportunities of improvement.,in_domain,linked to the selected IT occupations
